episode,success,steps,episode_reward,time_sec
1,0,100,-19.590000,0.325
2,0,100,-19.920000,0.327
3,0,100,-19.940000,0.293
4,0,100,-19.990000,0.280
5,0,100,-20.000000,0.285
6,0,100,-19.900000,0.288
7,0,100,-20.000000,0.284
8,0,100,-19.990000,0.297
9,0,100,-19.990000,0.407
10,0,100,-20.000000,0.298
11,0,100,-19.965000,0.284
12,0,100,-19.980000,0.289
13,1,9,8.250000,0.028
14,0,100,-19.485000,0.314
15,0,100,-19.560000,0.294
16,0,100,-19.970000,0.306
17,0,100,-20.000000,0.290
18,0,100,-20.000000,0.278
19,0,100,-20.000000,0.279
20,0,100,-19.980000,0.284
21,0,100,-19.985000,0.285
22,0,100,-20.000000,0.286
23,0,100,-19.950000,0.300
24,0,100,-20.000000,0.285
25,0,100,-20.000000,0.280
26,0,100,-20.000000,0.283
27,0,100,-20.000000,0.283
28,0,100,-19.650000,0.320
29,0,100,-19.880000,0.291
30,0,100,-20.000000,0.285
31,1,17,6.695000,0.048
32,0,100,-20.000000,0.277
33,0,100,-20.000000,0.281
34,0,100,-20.000000,0.285
35,0,100,-19.950000,0.286
36,0,100,-19.985000,0.294
37,0,100,-20.000000,0.300
38,0,100,-20.000000,0.280
39,0,100,-19.950000,0.293
40,0,100,-19.770000,0.301
41,0,100,-20.000000,0.281
42,0,100,-20.000000,0.286
43,0,100,-19.970000,0.280
44,0,100,-19.960000,0.293
45,0,100,-19.855000,0.313
46,0,100,-19.910000,0.308
47,0,100,-20.000000,0.281
48,0,100,-20.000000,0.282
49,0,100,-19.640000,0.325
50,0,100,-19.970000,0.309
51,0,100,-19.655000,0.304
52,0,100,-19.975000,0.280
53,0,100,-19.590000,0.323
54,0,100,-20.000000,0.283
55,0,100,-20.000000,0.280
56,0,100,-19.980000,0.301
57,0,100,-19.960000,0.285
58,0,100,-20.000000,0.295
59,0,100,-19.980000,0.297
60,0,100,-19.880000,0.287
61,0,100,-20.000000,0.277
62,1,24,5.335000,0.073
63,0,100,-19.990000,0.288
64,0,100,-19.920000,0.288
65,0,100,-19.990000,0.316
66,0,100,-19.365000,0.315
67,0,100,-19.890000,0.290
68,0,100,-19.990000,0.287
69,1,84,-6.320000,0.268
70,0,100,-19.940000,0.316
71,0,100,-19.920000,0.295
72,0,100,-19.505000,0.325
73,0,100,-19.990000,0.296
74,1,45,1.190000,0.131
75,0,100,-20.000000,0.284
76,0,100,-20.000000,0.291
77,0,100,-19.910000,0.305
78,0,100,-20.000000,0.283
79,0,100,-19.870000,0.301
80,0,100,-20.000000,0.280
81,0,100,-19.980000,0.283
82,0,100,-19.990000,0.287
83,0,100,-19.690000,0.315
84,0,100,-19.980000,0.292
85,0,100,-20.000000,0.284
86,0,100,-20.000000,0.283
87,1,83,-6.020000,0.282
88,0,100,-20.000000,0.285
89,0,100,-19.520000,0.335
90,0,100,-20.000000,0.284
91,0,100,-19.600000,0.310
92,0,100,-19.875000,0.329
93,0,100,-20.000000,0.291
94,1,42,1.940000,0.129
95,0,100,-20.000000,0.286
96,0,100,-20.000000,0.284
97,0,100,-20.000000,0.289
98,0,100,-20.000000,0.287
99,1,54,-0.520000,0.178
100,0,100,-20.000000,0.287
