episode,success,steps,episode_reward,time_sec
1,1,34,13.370000,0.096
2,0,100,-20.000000,0.329
3,0,100,-18.465000,0.301
4,0,100,-17.460000,0.278
5,0,100,-9.865000,0.265
6,1,25,15.225000,0.076
7,0,100,-17.280000,0.282
8,0,100,-19.440000,0.339
9,0,100,-19.810000,0.324
10,0,100,-18.035000,0.330
11,0,100,-19.135000,0.312
12,0,100,-20.000000,0.252
13,0,100,-9.855000,0.267
14,0,100,-9.010000,0.329
15,1,52,9.955000,0.155
16,1,33,13.940000,0.113
17,0,100,-8.940000,0.288
18,0,100,-9.750000,0.267
19,0,100,-18.455000,0.292
20,0,100,-9.955000,0.262
21,0,100,-9.580000,0.263
22,0,100,-16.920000,0.274
23,0,100,-18.205000,0.340
24,0,100,-20.000000,0.262
25,0,100,-20.000000,0.249
26,0,100,-9.935000,0.263
27,0,100,-19.030000,0.274
28,1,50,10.320000,0.152
29,0,100,-19.075000,0.274
30,0,100,-18.455000,0.323
31,0,100,-17.615000,0.275
32,1,39,12.285000,0.104
33,0,100,-9.670000,0.291
34,0,100,-18.165000,0.273
35,1,84,3.850000,0.254
36,0,100,-9.910000,0.255
37,0,100,-16.580000,0.275
38,0,100,-19.035000,0.330
39,0,100,-19.850000,0.353
40,0,100,-20.000000,0.265
41,0,100,-18.760000,0.351
42,0,100,-17.500000,0.275
43,0,100,-9.895000,0.262
44,0,100,-9.285000,0.278
45,0,100,-9.815000,0.258
46,0,100,-18.075000,0.329
47,1,34,13.340000,0.099
48,0,100,-18.105000,0.274
49,0,100,-18.325000,0.276
50,1,13,17.620000,0.043
51,0,100,-18.195000,0.301
52,0,100,-19.060000,0.314
53,0,100,-17.295000,0.275
54,0,100,-20.000000,0.256
55,0,100,-9.960000,0.261
56,0,100,-16.870000,0.320
57,0,100,-19.680000,0.277
58,0,100,-18.740000,0.276
59,0,100,-18.195000,0.324
60,1,37,13.080000,0.104
61,1,72,5.815000,0.203
62,0,100,-19.635000,0.264
63,0,100,-19.150000,0.275
64,0,100,-19.295000,0.312
65,0,100,-9.900000,0.273
66,0,100,-9.965000,0.249
67,0,100,-18.670000,0.265
68,0,100,-19.115000,0.341
69,0,100,-9.605000,0.270
70,0,100,-19.090000,0.277
71,1,18,16.610000,0.054
72,0,100,-8.990000,0.286
73,0,100,-19.000000,0.276
74,0,100,-20.000000,0.259
75,0,100,-9.490000,0.261
76,0,100,-19.050000,0.308
77,0,100,-19.890000,0.314
78,1,24,15.330000,0.073
79,0,100,-9.975000,0.253
80,0,100,-18.035000,0.335
81,0,100,-18.375000,0.275
82,0,100,-18.725000,0.276
83,0,100,-19.500000,0.275
84,0,100,-18.335000,0.290
85,0,100,-20.000000,0.257
86,0,100,-8.830000,0.311
87,1,79,4.540000,0.226
88,1,76,5.705000,0.216
89,1,16,16.980000,0.050
90,0,100,-17.810000,0.275
91,0,100,-20.000000,0.264
92,0,100,-9.790000,0.267
93,1,44,11.465000,0.123
94,1,32,14.115000,0.099
95,1,25,15.285000,0.083
96,0,100,-9.900000,0.251
97,0,100,-18.055000,0.290
98,0,100,-8.395000,0.299
99,0,100,-9.945000,0.264
100,0,100,-9.935000,0.265
