episode,success,steps,episode_reward,time_sec
1,0,100,-20.000000,0.290
2,0,100,-19.840000,0.250
3,0,100,-19.960000,0.282
4,0,100,-19.590000,0.286
5,0,100,-20.000000,0.272
6,0,100,-19.800000,0.262
7,0,100,-19.730000,0.257
8,0,100,-20.000000,0.257
9,0,100,-19.980000,0.254
10,0,100,-20.000000,0.247
11,0,100,-19.990000,0.269
12,0,100,-20.000000,0.258
13,0,100,-19.820000,0.257
14,0,100,-19.850000,0.281
15,0,100,-20.000000,0.271
16,0,100,-20.000000,0.253
17,0,100,-19.960000,0.260
18,0,100,-19.910000,0.271
19,0,100,-19.745000,0.262
20,1,72,-3.700000,0.221
21,0,100,-19.890000,0.268
22,0,100,-19.910000,0.278
23,0,100,-20.000000,0.258
24,0,100,-19.950000,0.251
25,0,100,-19.750000,0.260
26,0,100,-20.000000,0.266
27,0,100,-19.200000,0.311
28,0,100,-19.825000,0.302
29,0,100,-20.000000,0.259
30,0,100,-19.710000,0.264
31,0,100,-19.920000,0.282
32,0,100,-20.000000,0.264
33,0,100,-20.000000,0.251
34,0,100,-19.470000,0.287
35,0,100,-20.000000,0.256
36,0,100,-19.900000,0.281
37,0,100,-19.960000,0.279
38,0,100,-20.000000,0.261
39,0,100,-19.850000,0.258
40,0,100,-19.920000,0.265
41,0,100,-18.730000,0.302
42,0,100,-19.390000,0.283
43,0,100,-19.980000,0.302
44,0,100,-20.000000,0.263
45,0,100,-19.935000,0.273
46,0,100,-19.930000,0.268
47,0,100,-19.920000,0.292
48,0,100,-19.700000,0.271
49,0,100,-20.000000,0.293
50,0,100,-19.410000,0.266
51,0,100,-19.930000,0.262
52,0,100,-20.000000,0.249
53,0,100,-20.000000,0.253
54,0,100,-19.950000,0.281
55,0,100,-19.455000,0.264
56,0,100,-20.000000,0.251
57,0,100,-19.660000,0.255
58,0,100,-19.860000,0.269
59,0,100,-19.630000,0.290
60,0,100,-19.720000,0.268
61,0,100,-19.560000,0.306
62,0,100,-20.000000,0.269
63,1,42,1.710000,0.128
64,0,100,-20.000000,0.253
65,0,100,-19.840000,0.255
66,0,100,-19.910000,0.260
67,0,100,-20.000000,0.277
68,0,100,-19.950000,0.312
69,0,100,-19.795000,0.302
70,0,100,-20.000000,0.259
71,0,100,-20.000000,0.268
72,0,100,-19.590000,0.256
73,0,100,-19.710000,0.266
74,0,100,-19.970000,0.272
75,0,100,-19.940000,0.287
76,0,100,-19.950000,0.266
77,0,100,-20.000000,0.250
78,0,100,-20.000000,0.252
79,0,100,-19.910000,0.302
80,0,100,-19.670000,0.302
81,0,100,-19.740000,0.289
82,0,100,-19.940000,0.246
83,0,100,-20.000000,0.271
84,0,100,-20.000000,0.277
85,0,100,-20.000000,0.249
86,0,100,-20.000000,0.251
87,0,100,-20.000000,0.250
88,0,100,-19.855000,0.289
89,0,100,-19.950000,0.292
90,0,100,-19.780000,0.272
91,0,100,-19.820000,0.283
92,0,100,-20.000000,0.267
93,0,100,-20.000000,0.260
94,0,100,-19.900000,0.284
95,0,100,-19.690000,0.291
96,0,100,-20.000000,0.250
97,0,100,-20.000000,0.261
98,0,100,-19.730000,0.273
99,0,100,-19.720000,0.278
100,0,100,-20.000000,0.269
