episode,success,steps,episode_reward,time_sec
1,0,100,-30.000000,0.417
2,0,100,-29.590000,0.436
3,0,100,-29.990000,0.448
4,1,63,-7.960000,0.243
5,0,100,-29.740000,0.401
6,1,83,-14.600000,0.338
7,0,100,-29.336667,0.490
8,0,100,-29.410000,0.494
9,0,100,-30.000000,0.397
10,0,100,-29.870000,0.430
11,0,100,-29.910000,0.441
12,0,100,-29.903333,0.470
13,0,100,-29.810000,0.413
14,0,100,-29.583333,0.481
15,0,100,-29.876667,0.430
16,0,100,-29.910000,0.384
17,0,100,-29.840000,0.412
18,0,100,-30.000000,0.389
19,0,100,-30.000000,0.447
20,0,100,-29.980000,0.398
21,0,100,-29.570000,0.461
22,0,100,-30.000000,0.392
23,0,100,-29.263333,0.410
24,0,100,-29.803333,0.406
25,0,100,-29.813333,0.463
26,0,100,-30.000000,0.436
27,0,100,-29.910000,0.437
28,0,100,-30.000000,0.418
29,0,100,-29.790000,0.431
30,0,100,-30.000000,0.433
31,0,100,-30.000000,0.385
32,0,100,-29.613333,0.451
33,0,100,-30.000000,0.434
34,0,100,-29.970000,0.400
35,1,64,-8.693333,0.290
36,0,100,-29.670000,0.421
37,0,100,-29.960000,0.388
38,0,100,-29.780000,0.434
39,1,25,2.686667,0.128
40,0,100,-29.860000,0.413
41,0,100,-29.910000,0.457
42,0,100,-29.513333,0.416
43,0,100,-29.823333,0.378
44,0,100,-29.840000,0.408
45,0,100,-29.916667,0.419
46,1,24,2.940000,0.116
47,0,100,-29.940000,0.424
48,0,100,-29.810000,0.441
49,0,100,-29.750000,0.424
50,0,100,-29.710000,0.461
51,0,100,-30.000000,0.416
52,0,100,-29.706667,0.411
53,0,100,-30.000000,0.437
54,0,100,-29.730000,0.416
55,0,100,-29.800000,0.394
56,0,100,-29.830000,0.424
57,1,92,-17.276667,0.404
58,0,100,-29.640000,0.469
59,0,100,-29.930000,0.382
60,0,100,-29.810000,0.408
61,0,100,-29.840000,0.417
62,0,100,-29.883333,0.421
63,0,100,-29.776667,0.475
64,0,100,-29.950000,0.438
65,0,100,-30.000000,0.424
66,0,100,-29.866667,0.414
67,0,100,-29.830000,0.391
68,0,100,-29.720000,0.401
69,0,100,-30.000000,0.430
70,0,100,-29.833333,0.395
71,1,31,1.040000,0.134
72,0,100,-29.523333,0.430
73,1,94,-17.590000,0.395
74,0,100,-29.393333,0.405
75,0,100,-29.460000,0.400
76,0,100,-29.490000,0.464
77,0,100,-30.000000,0.407
78,0,100,-29.470000,0.484
79,0,100,-30.000000,0.432
80,0,100,-29.840000,0.483
81,0,100,-29.910000,0.426
82,0,100,-29.246667,0.423
83,0,100,-29.860000,0.408
84,0,100,-29.950000,0.411
85,0,100,-29.840000,0.397
86,0,100,-29.963333,0.416
87,0,100,-29.940000,0.391
88,0,100,-29.940000,0.427
89,0,100,-29.910000,0.417
90,0,100,-29.816667,0.411
91,0,100,-28.990000,0.434
92,0,100,-30.000000,0.394
93,0,100,-29.730000,0.391
94,0,100,-29.720000,0.405
95,0,100,-30.000000,0.385
96,0,100,-29.896667,0.414
97,0,100,-29.826667,0.422
98,0,100,-29.986667,0.402
99,0,100,-29.326667,0.416
100,0,100,-30.000000,0.386
