episode,success,steps,episode_reward,time_sec
1,0,100,-19.630000,0.301
2,0,100,-19.960000,0.268
3,0,100,-19.640000,0.303
4,0,100,-19.870000,0.260
5,0,100,-20.000000,0.257
6,0,100,-19.970000,0.271
7,0,100,-19.765000,0.268
8,0,100,-19.745000,0.306
9,0,100,-20.000000,0.269
10,0,100,-19.470000,0.332
11,0,100,-19.670000,0.315
12,0,100,-19.950000,0.278
13,0,100,-19.870000,0.285
14,0,100,-19.805000,0.293
15,0,100,-19.970000,0.275
16,0,100,-20.000000,0.292
17,0,100,-19.900000,0.294
18,0,100,-20.000000,0.269
19,0,100,-19.870000,0.281
20,0,100,-19.655000,0.313
21,0,100,-20.000000,0.269
22,0,100,-19.490000,0.281
23,0,100,-19.700000,0.272
24,0,100,-20.000000,0.279
25,0,100,-20.000000,0.282
26,0,100,-19.850000,0.270
27,0,100,-19.770000,0.292
28,0,100,-19.540000,0.309
29,0,100,-19.710000,0.303
30,0,100,-19.670000,0.272
31,0,100,-19.730000,0.288
32,0,100,-20.000000,0.264
33,0,100,-19.980000,0.286
34,0,100,-19.950000,0.268
35,0,100,-19.930000,0.270
36,0,100,-19.950000,0.268
37,0,100,-19.920000,0.262
38,0,100,-19.700000,0.305
39,0,100,-19.710000,0.308
40,0,100,-20.000000,0.268
41,0,100,-19.710000,0.316
42,0,100,-19.765000,0.278
43,0,100,-20.000000,0.285
44,0,100,-19.960000,0.284
45,0,100,-20.000000,0.285
46,0,100,-19.870000,0.287
47,0,100,-19.680000,0.303
48,0,100,-20.000000,0.272
49,0,100,-20.000000,0.282
50,0,100,-19.500000,0.316
51,0,100,-19.790000,0.283
52,0,100,-19.790000,0.277
53,0,100,-19.760000,0.285
54,0,100,-19.920000,0.277
55,0,100,-19.890000,0.284
56,0,100,-20.000000,0.268
57,0,100,-19.810000,0.274
58,0,100,-19.920000,0.297
59,0,100,-20.000000,0.290
60,0,100,-19.960000,0.284
61,0,100,-19.630000,0.272
62,0,100,-19.850000,0.280
63,0,100,-19.750000,0.285
64,0,100,-19.905000,0.274
65,1,9,8.290000,0.032
66,0,100,-20.000000,0.272
67,0,100,-19.765000,0.283
68,0,100,-19.540000,0.322
69,0,100,-19.730000,0.292
70,0,100,-19.820000,0.282
71,0,100,-19.830000,0.279
72,0,100,-19.635000,0.283
73,0,100,-19.800000,0.267
74,0,100,-20.000000,0.280
75,0,100,-19.840000,0.283
76,0,100,-19.750000,0.266
77,0,100,-19.790000,0.286
78,0,100,-19.530000,0.278
79,0,100,-19.785000,0.289
80,1,30,4.145000,0.092
81,0,100,-19.980000,0.272
82,0,100,-19.680000,0.286
83,0,100,-19.870000,0.278
84,0,100,-20.000000,0.277
85,0,100,-20.000000,0.274
86,0,100,-20.000000,0.281
87,0,100,-20.000000,0.296
88,0,100,-19.680000,0.273
89,0,100,-19.990000,0.261
90,0,100,-20.000000,0.290
91,0,100,-20.000000,0.281
92,0,100,-19.880000,0.273
93,0,100,-19.915000,0.299
94,0,100,-19.790000,0.303
95,0,100,-19.710000,0.275
96,0,100,-19.840000,0.265
97,0,100,-20.000000,0.278
98,0,100,-19.840000,0.287
99,0,100,-20.000000,0.289
100,0,100,-19.890000,0.290
