episode,success,steps,episode_reward,time_sec
1,0,100,-29.910000,0.454
2,1,20,4.100000,0.082
3,1,58,-6.810000,0.235
4,1,34,0.256667,0.142
5,0,100,-30.000000,0.434
6,0,100,-30.000000,0.408
7,0,100,-29.460000,0.381
8,1,12,11.530000,0.052
9,0,100,-29.433333,0.385
10,0,100,-29.050000,0.386
11,0,100,-29.060000,0.405
12,1,12,6.450000,0.048
13,1,9,7.320000,0.037
14,1,7,8.016667,0.031
15,1,24,3.050000,0.106
16,0,100,-30.000000,0.396
17,1,19,4.500000,0.097
18,1,10,7.113333,0.045
19,1,82,-14.470000,0.365
20,0,100,-30.000000,0.414
21,1,9,12.410000,0.044
22,0,100,-29.960000,0.410
23,1,13,6.143333,0.053
24,0,100,-29.800000,0.395
25,0,100,-29.000000,0.398
26,1,28,1.740000,0.114
27,0,100,-29.990000,0.419
28,0,100,-30.000000,0.418
29,0,100,-29.600000,0.397
30,1,19,4.400000,0.084
31,1,12,6.436667,0.049
32,1,30,1.313333,0.129
33,1,25,2.810000,0.108
34,1,4,8.833333,0.019
35,0,100,-29.226667,0.385
36,0,100,-29.146667,0.392
37,1,54,-5.510000,0.264
38,1,43,-2.670000,0.182
39,1,6,8.250000,0.029
40,0,100,-28.230000,0.396
41,1,31,1.173333,0.129
42,0,100,-29.960000,0.403
43,0,100,-30.000000,0.418
44,0,100,-30.000000,0.476
45,1,14,5.850000,0.065
46,1,14,5.950000,0.067
47,1,2,9.420000,0.010
48,1,6,8.250000,0.031
49,1,32,5.620000,0.143
50,0,100,-29.650000,0.412
51,1,4,8.843333,0.022
52,1,8,7.636667,0.032
53,0,100,-30.000000,0.407
54,1,18,4.660000,0.083
55,1,10,7.093333,0.040
56,0,100,-29.003333,0.398
57,0,100,-29.950000,0.423
58,0,100,-29.150000,0.404
59,1,69,-10.620000,0.326
60,0,100,-30.000000,0.420
61,1,6,8.300000,0.032
62,0,100,-30.000000,0.412
63,1,2,9.420000,0.012
64,1,17,4.990000,0.078
65,0,100,-29.940000,0.410
66,1,76,-11.360000,0.332
67,0,100,-29.000000,0.396
68,0,100,-30.000000,0.413
69,0,100,-30.000000,0.400
70,1,11,6.800000,0.044
71,0,100,-30.000000,0.404
72,1,3,9.140000,0.014
73,1,17,5.066667,0.073
74,0,100,-29.730000,0.414
75,1,11,6.880000,0.047
76,1,15,10.640000,0.064
77,0,100,-29.063333,0.403
78,0,100,-30.000000,0.476
79,1,3,9.136667,0.014
80,0,100,-30.000000,0.414
81,1,8,7.703333,0.040
82,1,9,7.350000,0.038
83,1,12,11.650000,0.056
84,1,10,7.080000,0.044
85,1,5,8.610000,0.021
86,1,8,7.700000,0.037
87,1,22,3.700000,0.091
88,1,13,6.166667,0.062
89,0,100,-29.000000,0.388
90,1,16,10.320000,0.069
91,1,65,-9.390000,0.309
92,0,100,-29.860000,0.480
93,0,100,-29.833333,0.387
94,1,16,5.370000,0.069
95,1,13,11.230000,0.061
96,1,12,6.523333,0.053
97,1,7,7.966667,0.035
98,1,12,6.566667,0.052
99,0,100,-30.000000,0.417
100,0,100,-29.760000,0.462
