episode,success,steps,episode_reward,time_sec
1,0,100,-20.000000,0.253
2,0,100,-20.000000,0.293
3,0,100,-20.000000,0.274
4,0,100,-19.120000,0.276
5,0,100,-19.890000,0.284
6,0,100,-20.000000,0.277
7,0,100,-19.810000,0.301
8,0,100,-19.080000,0.272
9,0,100,-20.000000,0.274
10,0,100,-19.550000,0.318
11,0,100,-19.225000,0.325
12,0,100,-19.980000,0.266
13,0,100,-20.000000,0.273
14,0,100,-20.000000,0.274
15,0,100,-20.000000,0.274
16,0,100,-20.000000,0.269
17,0,100,-20.000000,0.280
18,0,100,-19.940000,0.314
19,0,100,-19.880000,0.290
20,0,100,-20.000000,0.289
21,0,100,-19.925000,0.279
22,0,100,-20.000000,0.292
23,0,100,-19.950000,0.270
24,0,100,-19.890000,0.325
25,0,100,-20.000000,0.295
26,0,100,-19.035000,0.327
27,0,100,-20.000000,0.274
28,0,100,-20.000000,0.286
29,0,100,-19.940000,0.269
30,0,100,-19.990000,0.274
31,0,100,-20.000000,0.281
32,0,100,-20.000000,0.287
33,0,100,-19.820000,0.301
34,0,100,-19.620000,0.313
35,0,100,-19.990000,0.291
36,0,100,-19.985000,0.289
37,0,100,-20.000000,0.288
38,0,100,-19.970000,0.299
39,0,100,-20.000000,0.309
40,0,100,-19.970000,0.273
41,0,100,-20.000000,0.278
42,0,100,-20.000000,0.287
43,0,100,-20.000000,0.302
44,0,100,-20.000000,0.318
45,0,100,-19.965000,0.329
46,0,100,-20.000000,0.255
47,0,100,-20.000000,0.251
48,0,100,-18.735000,0.304
49,0,100,-20.000000,0.271
50,0,100,-19.990000,0.275
51,0,100,-19.995000,0.272
52,1,86,-6.310000,0.235
53,0,100,-19.990000,0.290
54,0,100,-19.860000,0.311
55,0,100,-18.590000,0.271
56,0,100,-20.000000,0.268
57,0,100,-19.980000,0.282
58,1,7,8.685000,0.022
59,0,100,-20.000000,0.279
60,0,100,-20.000000,0.273
61,0,100,-19.100000,0.287
62,0,100,-20.000000,0.275
63,0,100,-20.000000,0.287
64,0,100,-19.000000,0.268
65,0,100,-20.000000,0.264
66,0,100,-19.990000,0.248
67,0,100,-19.950000,0.286
68,0,100,-19.670000,0.330
69,0,100,-19.990000,0.266
70,0,100,-20.000000,0.282
71,0,100,-20.000000,0.270
72,0,100,-19.985000,0.289
73,0,100,-20.000000,0.274
74,0,100,-19.990000,0.273
75,0,100,-19.355000,0.276
76,0,100,-20.000000,0.279
77,0,100,-20.000000,0.272
78,0,100,-19.155000,0.280
79,0,100,-19.980000,0.326
80,0,100,-20.000000,0.287
81,0,100,-18.745000,0.318
82,0,100,-20.000000,0.244
83,0,100,-20.000000,0.273
84,0,100,-20.000000,0.328
85,0,100,-19.870000,0.957
86,0,100,-19.015000,0.295
87,0,100,-20.000000,0.274
88,0,100,-19.855000,0.276
89,0,100,-20.000000,0.270
90,0,100,-20.000000,0.293
91,0,100,-20.000000,0.274
92,0,100,-20.000000,0.315
93,1,41,2.300000,0.130
94,0,100,-20.000000,0.264
95,0,100,-20.000000,0.273
96,0,100,-18.995000,0.303
97,0,100,-19.990000,0.304
98,0,100,-19.490000,0.266
99,0,100,-20.000000,0.244
100,0,100,-19.960000,0.303
