episode,success,steps,episode_reward,time_sec
1,1,29,14.280000,0.084
2,1,12,17.780000,0.038
3,1,35,13.145000,0.099
4,1,36,13.150000,0.104
5,1,24,15.320000,0.068
6,1,24,15.275000,0.071
7,0,100,-17.720000,0.287
8,1,8,18.490000,0.027
9,1,17,16.735000,0.050
10,0,100,-19.010000,0.366
11,1,23,15.510000,0.072
12,1,14,17.255000,0.042
13,1,22,15.745000,0.067
14,1,30,14.120000,0.088
15,1,14,17.345000,0.046
16,1,18,16.460000,0.054
17,1,38,12.480000,0.104
18,1,30,14.070000,0.086
19,1,26,14.860000,0.077
20,1,21,15.900000,0.060
21,1,33,13.565000,0.095
22,1,38,12.750000,0.104
23,1,29,14.590000,0.092
24,1,18,16.475000,0.052
25,1,10,18.070000,0.031
26,1,16,16.935000,0.049
27,1,25,15.105000,0.079
28,1,13,17.450000,0.038
29,1,24,15.340000,0.072
30,0,100,-18.275000,0.350
31,0,100,-17.685000,0.280
32,1,15,17.085000,0.041
33,1,31,13.995000,0.090
34,1,25,15.190000,0.071
35,1,15,17.070000,0.043
36,1,24,15.280000,0.068
37,0,100,-16.915000,0.282
38,1,7,18.675000,0.026
39,1,15,17.090000,0.051
40,1,25,15.250000,0.344
41,0,100,-18.010000,1.008
42,1,19,16.360000,0.056
43,1,20,16.120000,0.059
44,1,33,13.575000,0.093
45,1,25,15.065000,0.070
46,1,39,12.385000,0.114
47,1,14,17.240000,0.039
48,1,30,14.230000,0.087
49,1,30,14.255000,0.093
50,1,4,19.280000,0.014
51,1,25,15.150000,0.073
52,1,17,16.700000,0.051
53,1,31,13.940000,0.089
54,1,24,15.280000,0.068
55,1,24,15.255000,0.065
56,1,20,16.070000,0.055
57,1,23,15.485000,0.068
58,1,27,14.785000,0.078
59,1,15,17.085000,0.046
60,1,11,17.880000,0.035
61,1,46,10.895000,0.125
62,0,100,-19.515000,0.283
63,0,100,-19.510000,0.283
64,1,37,12.830000,0.101
65,1,13,17.460000,0.042
66,1,15,17.065000,0.046
67,1,24,15.315000,0.068
68,1,21,16.155000,0.074
69,1,24,15.300000,0.068
70,1,61,8.085000,0.171
71,1,16,17.100000,0.052
72,1,31,13.935000,0.086
73,0,100,-19.610000,0.283
74,1,47,10.960000,0.146
75,1,22,15.765000,0.060
76,1,21,15.915000,0.059
77,1,57,9.525000,0.196
78,1,24,15.300000,0.067
79,1,9,18.245000,0.029
80,1,6,18.855000,0.021
81,1,23,15.505000,0.067
82,1,24,15.715000,0.087
83,1,91,2.680000,0.259
84,1,21,15.950000,0.063
85,1,25,15.115000,0.080
86,1,19,16.480000,0.058
87,1,21,15.840000,0.057
88,1,13,17.535000,0.041
89,1,15,17.170000,0.049
90,1,41,11.880000,0.113
91,1,12,17.670000,0.037
92,1,32,13.760000,0.093
93,1,33,13.535000,0.100
94,1,12,17.765000,0.039
95,1,12,17.705000,0.053
96,1,15,17.090000,0.063
97,1,18,16.470000,0.064
98,1,6,18.860000,0.025
99,1,27,14.710000,0.088
100,1,23,15.500000,0.068
