episode,success,steps,episode_reward,time_sec
1,0,100,-19.775000,0.265
2,0,100,-19.890000,0.255
3,0,100,-20.000000,0.277
4,0,100,-20.000000,0.240
5,0,100,-20.000000,0.253
6,0,100,-20.000000,0.240
7,0,100,-20.000000,0.276
8,0,100,-19.980000,0.262
9,0,100,-20.000000,0.248
10,0,100,-19.990000,0.265
11,0,100,-19.870000,0.256
12,0,100,-20.000000,0.259
13,0,100,-20.000000,0.236
14,0,100,-20.000000,0.251
15,0,100,-19.885000,0.247
16,0,100,-20.000000,0.251
17,0,100,-20.000000,0.261
18,0,100,-19.950000,0.256
19,0,100,-20.000000,0.254
20,0,100,-19.690000,0.267
21,0,100,-20.000000,0.237
22,0,100,-19.540000,0.254
23,0,100,-20.000000,0.239
24,0,100,-20.000000,0.241
25,0,100,-20.000000,0.270
26,0,100,-19.970000,0.246
27,0,100,-19.690000,0.261
28,0,100,-20.000000,0.239
29,0,100,-19.980000,0.242
30,0,100,-20.000000,0.241
31,0,100,-20.000000,0.238
32,0,100,-20.000000,0.255
33,0,100,-20.000000,0.245
34,0,100,-20.000000,0.238
35,0,100,-20.000000,0.265
36,0,100,-19.640000,0.249
37,0,100,-20.000000,0.238
38,0,100,-19.910000,0.261
39,0,100,-20.000000,0.250
40,0,100,-20.000000,0.239
41,0,100,-19.870000,0.251
42,0,100,-20.000000,0.248
43,0,100,-20.000000,0.238
44,0,100,-20.000000,0.249
45,0,100,-19.810000,0.269
46,0,100,-19.970000,0.248
47,0,100,-19.930000,0.259
48,0,100,-20.000000,0.259
49,0,100,-20.000000,0.263
50,0,100,-19.880000,0.281
51,0,100,-19.905000,0.258
52,0,100,-20.000000,0.242
53,0,100,-20.000000,0.276
54,0,100,-20.000000,0.259
55,0,100,-20.000000,0.264
56,0,100,-20.000000,0.253
57,0,100,-20.000000,0.248
58,0,100,-20.000000,0.259
59,0,100,-20.000000,0.240
60,0,100,-19.930000,0.253
61,0,100,-20.000000,0.246
62,0,100,-20.000000,0.258
63,0,100,-20.000000,0.247
64,0,100,-20.000000,0.258
65,0,100,-19.940000,0.274
66,0,100,-20.000000,0.237
67,0,100,-20.000000,0.240
68,0,100,-19.760000,0.258
69,0,100,-19.990000,0.247
70,0,100,-20.000000,0.248
71,0,100,-20.000000,0.265
72,0,100,-19.910000,0.244
73,0,100,-20.000000,0.236
74,0,100,-20.000000,0.261
75,0,100,-20.000000,0.257
76,0,100,-20.000000,0.236
77,0,100,-20.000000,0.244
78,0,100,-20.000000,0.242
79,0,100,-19.860000,0.272
80,0,100,-20.000000,0.251
81,0,100,-20.000000,0.236
82,0,100,-19.940000,0.251
83,0,100,-20.000000,0.237
84,0,100,-20.000000,0.240
85,0,100,-20.000000,0.244
86,0,100,-20.000000,0.241
87,0,100,-20.000000,0.255
88,0,100,-20.000000,0.238
89,0,100,-19.870000,0.249
90,0,100,-20.000000,0.244
91,0,100,-19.970000,0.282
92,0,100,-19.960000,0.242
93,0,100,-20.000000,0.256
94,0,100,-20.000000,0.264
95,0,100,-20.000000,0.240
96,0,100,-20.000000,0.240
97,0,100,-20.000000,0.237
98,0,100,-20.000000,0.247
99,0,100,-20.000000,0.258
100,0,100,-20.000000,0.238
