episode,success,steps,episode_reward,time_sec
1,0,100,-19.845000,0.293
2,0,100,-20.000000,0.284
3,0,100,-19.950000,0.275
4,0,100,-19.865000,0.275
5,0,100,-19.950000,0.251
6,0,100,-19.965000,0.262
7,0,100,-19.525000,0.286
8,0,100,-19.900000,0.262
9,0,100,-19.820000,0.266
10,0,100,-19.820000,0.280
11,0,100,-19.980000,0.281
12,0,100,-19.820000,0.261
13,0,100,-19.795000,0.267
14,0,100,-19.955000,0.279
15,0,100,-19.990000,0.280
16,0,100,-20.000000,0.276
17,1,87,-7.165000,0.252
18,0,100,-19.900000,0.297
19,0,100,-19.675000,0.288
20,0,100,-19.765000,0.267
21,0,100,-19.825000,0.255
22,0,100,-19.960000,0.268
23,1,75,-4.670000,0.226
24,0,100,-19.850000,0.268
25,0,100,-19.690000,0.288
26,0,100,-19.820000,0.273
27,0,100,-19.760000,0.268
28,1,52,-0.140000,0.158
29,0,100,-19.895000,0.262
30,0,100,-20.000000,0.282
31,0,100,-19.955000,0.283
32,0,100,-19.905000,0.272
33,0,100,-19.975000,0.277
34,0,100,-19.895000,0.274
35,0,100,-20.000000,0.261
36,1,75,-4.655000,0.229
37,1,33,3.635000,0.107
38,0,100,-19.720000,0.304
39,0,100,-19.745000,0.296
40,0,100,-19.590000,0.301
41,0,100,-19.720000,0.272
42,0,100,-19.980000,0.264
43,0,100,-19.990000,0.255
44,0,100,-19.830000,0.276
45,0,100,-19.790000,0.300
46,0,100,-19.870000,0.294
47,0,100,-19.870000,0.276
48,0,100,-19.890000,0.277
49,0,100,-19.965000,0.271
50,0,100,-19.810000,0.271
51,0,100,-19.575000,0.313
52,0,100,-19.380000,0.299
53,0,100,-19.820000,0.291
54,0,100,-19.830000,0.303
55,0,100,-19.735000,0.266
56,0,100,-19.720000,0.287
57,0,100,-20.000000,0.286
58,0,100,-19.700000,0.272
59,0,100,-19.990000,0.269
60,0,100,-19.975000,0.261
61,0,100,-19.635000,0.278
62,0,100,-19.705000,0.297
63,0,100,-19.835000,0.286
64,0,100,-19.890000,0.288
65,0,100,-19.820000,0.291
66,0,100,-19.825000,0.279
67,0,100,-19.615000,0.295
68,1,40,2.090000,0.121
69,0,100,-19.790000,0.285
70,0,100,-19.920000,0.259
71,0,100,-19.990000,0.293
72,0,100,-19.785000,0.288
73,0,100,-19.940000,0.287
74,0,100,-19.785000,0.275
75,0,100,-19.840000,0.270
76,0,100,-19.520000,0.281
77,0,100,-19.770000,0.279
78,0,100,-19.920000,0.267
79,0,100,-19.795000,0.282
80,0,100,-19.835000,0.265
81,0,100,-19.665000,0.305
82,1,85,-6.455000,0.264
83,0,100,-19.980000,0.262
84,0,100,-19.780000,0.270
85,0,100,-19.565000,0.283
86,0,100,-19.645000,0.289
87,0,100,-19.905000,0.272
88,0,100,-19.730000,0.282
89,0,100,-19.925000,0.280
90,0,100,-19.910000,0.286
91,0,100,-19.775000,0.305
92,0,100,-19.830000,0.292
93,0,100,-19.955000,0.299
94,0,100,-19.760000,0.269
95,1,55,-0.895000,0.165
96,0,100,-19.990000,0.261
97,0,100,-19.715000,0.279
98,0,100,-19.920000,0.278
99,0,100,-19.545000,0.292
100,0,100,-19.920000,0.296
