episode,success,steps,episode_reward,time_sec
1,0,100,-20.000000,0.308
2,0,100,-20.000000,0.309
3,0,100,-20.000000,0.252
4,0,100,-19.100000,0.263
5,0,100,-20.000000,0.264
6,0,100,-20.000000,0.262
7,0,100,-19.645000,0.269
8,0,100,-20.000000,0.269
9,0,100,-19.030000,0.273
10,0,100,-19.185000,0.289
11,0,100,-20.000000,0.257
12,0,100,-20.000000,0.236
13,1,7,8.655000,0.024
14,0,100,-19.910000,0.270
15,0,100,-19.905000,0.260
16,0,100,-20.000000,0.265
17,0,100,-18.285000,0.317
18,0,100,-20.000000,0.253
19,0,100,-19.605000,0.279
20,0,100,-19.385000,0.260
21,0,100,-19.505000,0.274
22,0,100,-20.000000,0.263
23,0,100,-20.000000,0.281
24,0,100,-20.000000,0.240
25,0,100,-20.000000,0.268
26,0,100,-20.000000,0.282
27,0,100,-19.010000,0.272
28,0,100,-19.030000,0.330
29,0,100,-20.000000,0.268
30,0,100,-20.000000,0.254
31,0,100,-20.000000,0.304
32,0,100,-20.000000,0.270
33,0,100,-19.845000,0.256
34,0,100,-20.000000,0.268
35,0,100,-20.000000,0.279
36,0,100,-20.000000,0.287
37,0,100,-19.100000,0.331
38,0,100,-20.000000,0.283
39,0,100,-19.880000,0.287
40,0,100,-19.405000,0.264
41,0,100,-19.340000,0.266
42,0,100,-20.000000,0.256
43,0,100,-20.000000,0.268
44,0,100,-20.000000,0.262
45,0,100,-19.055000,0.324
46,0,100,-20.000000,0.249
47,0,100,-18.675000,0.307
48,0,100,-19.210000,0.316
49,0,100,-20.000000,0.317
50,0,100,-19.660000,0.263
51,0,100,-18.855000,0.323
52,0,100,-18.210000,0.261
53,0,100,-20.000000,0.331
54,0,100,-19.990000,0.311
55,0,100,-19.440000,0.270
56,0,100,-20.000000,0.244
57,0,100,-19.330000,0.269
58,0,100,-19.400000,0.267
59,0,100,-20.000000,0.289
60,0,100,-20.000000,0.306
61,0,100,-19.700000,0.314
62,0,100,-20.000000,0.313
63,0,100,-19.625000,0.302
64,0,100,-20.000000,0.273
65,0,100,-19.580000,0.255
66,0,100,-19.045000,0.305
67,0,100,-20.000000,0.280
68,0,100,-19.065000,0.320
69,1,37,3.005000,0.117
70,0,100,-19.225000,0.307
71,0,100,-20.000000,0.283
72,0,100,-20.000000,0.285
73,0,100,-19.640000,0.267
74,0,100,-18.145000,0.334
75,0,100,-19.490000,0.262
76,0,100,-19.660000,0.266
77,0,100,-20.000000,0.241
78,0,100,-18.215000,0.305
79,0,100,-19.315000,0.325
80,0,100,-19.405000,0.265
81,1,77,-4.630000,0.252
82,0,100,-19.005000,0.263
83,0,100,-20.000000,0.267
84,0,100,-18.135000,0.300
85,0,100,-20.000000,0.264
86,0,100,-20.000000,0.241
87,0,100,-20.000000,0.271
88,0,100,-19.995000,0.261
89,0,100,-19.265000,0.330
90,0,100,-20.000000,0.243
91,0,100,-19.790000,0.315
92,0,100,-20.000000,0.293
93,0,100,-20.000000,0.261
94,0,100,-20.000000,0.308
95,0,100,-20.000000,0.259
96,0,100,-19.530000,0.275
97,0,100,-20.000000,0.283
98,0,100,-20.000000,0.263
99,0,100,-19.580000,0.266
100,0,100,-20.000000,0.289
