episode,success,steps,episode_reward,time_sec
1,1,16,6.835000,0.050
2,0,100,-19.120000,0.276
3,1,62,-1.865000,0.173
4,1,31,3.990000,0.085
5,0,100,-20.000000,0.271
6,1,91,-7.900000,0.260
7,1,10,8.060000,0.031
8,0,100,-19.995000,0.270
9,0,100,-19.420000,0.263
10,0,100,-20.000000,0.268
11,1,16,6.955000,0.044
12,0,100,-20.000000,0.268
13,0,100,-19.050000,0.265
14,1,26,5.000000,0.075
15,0,100,-19.670000,0.263
16,0,100,-20.000000,0.270
17,1,15,7.295000,0.049
18,0,100,-19.530000,0.274
19,1,26,5.080000,0.078
20,1,12,7.770000,0.044
21,1,30,4.355000,0.097
22,0,100,-20.000000,0.266
23,0,100,-20.000000,0.278
24,1,56,-0.370000,0.158
25,1,33,3.545000,0.102
26,1,7,8.665000,0.022
27,1,42,2.350000,0.113
28,1,3,9.425000,0.010
29,0,100,-20.000000,0.295
30,1,94,-8.405000,0.256
31,0,100,-19.040000,0.268
32,0,100,-20.000000,0.271
33,1,95,-8.195000,0.253
34,1,26,5.055000,0.074
35,0,100,-20.000000,0.269
36,1,72,-4.370000,0.201
37,0,100,-19.020000,0.260
38,0,100,-19.205000,0.265
39,1,78,-4.950000,0.243
40,0,100,-19.465000,0.286
41,1,12,7.780000,0.039
42,1,10,8.150000,0.029
43,1,6,8.830000,0.019
44,0,100,-19.965000,0.263
45,1,5,9.090000,0.018
46,0,100,-20.000000,0.296
47,0,100,-19.630000,0.324
48,1,13,7.525000,0.037
49,0,100,-19.605000,0.313
50,1,36,3.075000,0.097
51,1,4,9.255000,0.014
52,0,100,-20.000000,0.264
53,1,5,9.035000,0.017
54,1,15,7.150000,0.049
55,1,16,6.980000,0.049
56,0,100,-19.320000,0.267
57,0,100,-18.180000,0.262
58,1,27,4.975000,0.083
59,1,30,4.105000,0.094
60,1,14,7.240000,0.045
61,1,18,6.715000,0.058
62,1,7,8.645000,0.023
63,1,12,7.700000,0.037
64,1,50,0.115000,0.158
65,1,47,1.045000,0.126
66,0,100,-19.055000,0.261
67,0,100,-20.000000,0.268
68,1,5,9.085000,0.016
69,1,11,7.945000,0.033
70,0,100,-19.430000,0.263
71,1,16,6.905000,0.054
72,1,37,2.700000,0.118
73,1,46,1.170000,0.178
74,1,8,8.590000,0.027
75,1,11,7.860000,0.036
76,0,100,-19.040000,0.266
77,1,25,5.160000,0.075
78,1,16,6.965000,0.056
79,1,33,3.800000,0.119
80,1,30,4.395000,0.103
81,1,6,8.840000,0.028
82,0,100,-19.750000,0.270
83,0,100,-20.000000,0.287
84,1,14,7.405000,0.044
85,0,100,-18.400000,0.257
86,0,100,-20.000000,0.278
87,0,100,-19.045000,0.259
88,1,13,7.535000,0.042
89,1,4,9.255000,0.015
90,1,32,4.090000,0.088
91,1,8,8.480000,0.027
92,0,100,-19.820000,0.263
93,0,100,-19.940000,0.265
94,0,100,-19.405000,0.260
95,1,13,7.545000,0.042
96,0,100,-19.460000,0.262
97,1,40,2.120000,0.110
98,1,32,3.765000,0.094
99,1,42,1.830000,0.123
100,1,24,5.340000,0.069
