episode,success,steps,episode_reward,time_sec
1,0,100,-20.000000,0.280
2,0,100,-20.000000,0.293
3,0,100,-20.000000,0.255
4,0,100,-20.000000,0.247
5,0,100,-20.000000,0.271
6,0,100,-20.000000,0.275
7,0,100,-20.000000,0.253
8,0,100,-20.000000,0.248
9,0,100,-20.000000,0.290
10,0,100,-20.000000,0.298
11,0,100,-19.985000,0.261
12,0,100,-20.000000,0.272
13,0,100,-20.000000,0.270
14,0,100,-20.000000,0.255
15,0,100,-20.000000,0.246
16,0,100,-20.000000,0.274
17,0,100,-18.120000,0.332
18,0,100,-20.000000,0.251
19,0,100,-20.000000,0.245
20,0,100,-19.980000,0.262
21,0,100,-19.985000,0.296
22,0,100,-20.000000,0.289
23,0,100,-20.000000,0.251
24,0,100,-20.000000,0.247
25,0,100,-20.000000,0.293
26,0,100,-20.000000,0.262
27,0,100,-20.000000,0.263
28,0,100,-20.000000,0.271
29,0,100,-20.000000,0.293
30,0,100,-20.000000,0.246
31,0,100,-20.000000,0.288
32,0,100,-20.000000,0.295
33,0,100,-20.000000,0.261
34,0,100,-20.000000,0.292
35,0,100,-19.990000,0.246
36,0,100,-19.995000,0.255
37,0,100,-19.560000,0.330
38,0,100,-20.000000,0.252
39,1,5,9.065000,0.017
40,0,100,-20.000000,0.270
41,0,100,-20.000000,0.295
42,0,100,-20.000000,0.288
43,0,100,-19.970000,0.249
44,0,100,-19.990000,0.256
45,0,100,-19.995000,0.288
46,0,100,-20.000000,0.298
47,0,100,-19.065000,0.268
48,0,100,-20.000000,0.294
49,0,100,-20.000000,0.290
50,0,100,-20.000000,0.274
51,0,100,-19.995000,0.276
52,0,100,-19.995000,0.250
53,0,100,-19.990000,0.312
54,0,100,-20.000000,0.249
55,0,100,-19.990000,0.253
56,0,100,-20.000000,0.308
57,0,100,-19.970000,0.261
58,0,100,-20.000000,0.260
59,0,100,-20.000000,0.274
60,0,100,-20.000000,0.289
61,0,100,-20.000000,0.249
62,0,100,-19.705000,0.284
63,0,100,-20.000000,0.289
64,0,100,-19.990000,0.288
65,0,100,-19.970000,0.270
66,0,100,-20.000000,0.272
67,0,100,-18.145000,0.327
68,0,100,-20.000000,0.292
69,0,100,-20.000000,0.295
70,0,100,-19.990000,0.268
71,0,100,-20.000000,0.289
72,0,100,-19.985000,0.353
73,0,100,-20.000000,0.279
74,0,100,-20.000000,0.260
75,0,100,-20.000000,0.247
76,0,100,-20.000000,0.265
77,0,100,-20.000000,0.268
78,0,100,-20.000000,0.263
79,0,100,-19.980000,0.286
80,0,100,-20.000000,0.303
81,0,100,-20.000000,0.267
82,0,100,-20.000000,0.273
83,0,100,-20.000000,0.247
84,0,100,-19.990000,0.335
85,0,100,-19.540000,0.269
86,0,100,-20.000000,0.248
87,0,100,-20.000000,0.273
88,0,100,-20.000000,0.271
89,0,100,-19.980000,0.311
90,0,100,-20.000000,0.288
91,0,100,-20.000000,0.266
92,0,100,-19.000000,0.329
93,0,100,-20.000000,0.290
94,0,100,-20.000000,0.251
95,0,100,-20.000000,0.310
96,0,100,-19.990000,0.262
97,0,100,-20.000000,0.289
98,0,100,-20.000000,0.252
99,0,100,-19.990000,0.268
100,0,100,-20.000000,0.249
