episode,success,steps,episode_reward,time_sec
1,0,100,-19.630000,0.308
2,0,100,-19.960000,0.301
3,0,100,-19.640000,0.340
4,0,100,-19.870000,0.269
5,0,100,-20.000000,0.297
6,0,100,-19.970000,0.295
7,0,100,-19.765000,0.292
8,0,100,-19.745000,0.404
9,0,100,-20.000000,0.292
10,0,100,-19.470000,0.374
11,0,100,-19.670000,0.383
12,0,100,-19.950000,0.306
13,0,100,-19.870000,0.307
14,0,100,-19.805000,0.362
15,0,100,-19.960000,0.318
16,0,100,-20.000000,0.290
17,0,100,-19.900000,0.295
18,0,100,-20.000000,0.318
19,0,100,-19.870000,0.275
20,0,100,-19.655000,0.299
21,0,100,-20.000000,0.276
22,0,100,-19.490000,0.294
23,0,100,-19.700000,0.291
24,0,100,-20.000000,0.305
25,0,100,-20.000000,0.340
26,0,100,-19.850000,0.309
27,0,100,-19.770000,0.310
28,0,100,-19.540000,0.346
29,0,100,-19.710000,0.316
30,0,100,-19.670000,0.329
31,0,100,-19.710000,0.287
32,0,100,-20.000000,0.319
33,0,100,-19.980000,0.315
34,0,100,-19.950000,0.302
35,0,100,-19.930000,0.298
36,0,100,-19.950000,0.270
37,0,100,-19.920000,0.250
38,0,100,-19.700000,0.292
39,0,100,-19.710000,0.292
40,0,100,-20.000000,0.258
41,0,100,-19.710000,0.343
42,0,100,-19.735000,0.303
43,0,100,-20.000000,0.325
44,0,100,-19.960000,0.374
45,0,100,-20.000000,0.313
46,0,100,-19.870000,0.321
47,0,100,-19.680000,0.336
48,0,100,-20.000000,0.338
49,0,100,-20.000000,0.274
50,0,100,-19.500000,0.309
51,0,100,-19.820000,0.313
52,0,100,-19.790000,0.285
53,0,100,-19.760000,0.276
54,0,100,-19.920000,0.298
55,0,100,-19.890000,0.306
56,0,100,-20.000000,0.262
57,0,100,-19.810000,0.265
58,0,100,-19.920000,0.266
59,0,100,-20.000000,0.278
60,0,100,-19.960000,0.269
61,0,100,-19.620000,0.263
62,0,100,-19.850000,0.268
63,0,100,-19.750000,0.272
64,0,100,-19.905000,0.265
65,1,9,8.290000,0.030
66,0,100,-20.000000,0.255
67,0,100,-19.765000,0.274
68,0,100,-19.540000,0.304
69,0,100,-19.730000,0.282
70,0,100,-19.740000,0.267
71,0,100,-19.830000,0.268
72,0,100,-19.635000,0.268
73,0,100,-19.800000,0.254
74,0,100,-20.000000,0.268
75,0,100,-19.840000,0.275
76,0,100,-19.750000,0.254
77,0,100,-19.790000,0.274
78,0,100,-19.530000,0.265
79,0,100,-19.785000,0.278
80,1,30,4.145000,0.089
81,0,100,-19.980000,0.260
82,0,100,-19.680000,0.292
83,0,100,-19.870000,0.283
84,0,100,-20.000000,0.265
85,0,100,-20.000000,0.263
86,0,100,-20.000000,0.267
87,0,100,-20.000000,0.283
88,0,100,-19.680000,0.258
89,0,100,-19.990000,0.251
90,0,100,-20.000000,0.276
91,0,100,-20.000000,0.272
92,0,100,-19.890000,0.278
93,0,100,-19.915000,0.285
94,0,100,-19.790000,0.291
95,0,100,-19.710000,0.262
96,0,100,-19.840000,0.255
97,0,100,-20.000000,0.263
98,0,100,-19.840000,0.278
99,0,100,-20.000000,0.276
100,0,100,-19.890000,0.279
